SoftwareID;SeedObjectCount;CallGraphTime_ms;CryptoAnalysisTime_ms;CallGraphReachableMethods;CallGraphReachableMethods_ActiveBodies;DataflowVisitedMethod;ConstraintError_sum;ConstraintError_java.security.KeyStore;ConstraintError_java.security.AlgorithmParameters;ConstraintError_java.security.spec.RSAKeyGenParameterSpec;ConstraintError_javax.crypto.Mac;ConstraintError_java.security.DigestInputStream;ConstraintError_java.security.SecureRandom;ConstraintError_javax.crypto.Cipher;ConstraintError_javax.crypto.spec.PBEParameterSpec;ConstraintError_javax.net.ssl.SSLContext;ConstraintError_java.security.KeyPairGenerator;ConstraintError_javax.crypto.SecretKeyFactory;ConstraintError_javax.crypto.spec.SecretKeySpec;ConstraintError_javax.crypto.spec.GCMParameterSpec;ConstraintError_java.security.Key;ConstraintError_javax.crypto.spec.DHGenParameterSpec;ConstraintError_java.security.cert.PKIXBuilderParameters;ConstraintError_java.security.KeyPair;ConstraintError_javax.crypto.CipherInputStream;ConstraintError_javax.crypto.KeyGenerator;ConstraintError_javax.crypto.SecretKey;ConstraintError_java.security.DigestOutputStream;ConstraintError_javax.crypto.CipherOutputStream;ConstraintError_javax.xml.crypto.dsig.spec.HMACParameterSpec;ConstraintError_javax.net.ssl.KeyManagerFactory;ConstraintError_javax.net.ssl.CertPathTrustManagerParameters;ConstraintError_javax.crypto.spec.PBEKeySpec;ConstraintError_javax.net.ssl.KeyStoreBuilderParameters;ConstraintError_java.security.spec.DSAGenParameterSpec;ConstraintError_java.security.MessageDigest;ConstraintError_javax.crypto.spec.IvParameterSpec;ConstraintError_java.security.Signature;ConstraintError_java.security.cert.PKIXParameters;NeverTypeOfError_sum;NeverTypeOfError_java.security.KeyStore;NeverTypeOfError_java.security.AlgorithmParameters;NeverTypeOfError_java.security.spec.RSAKeyGenParameterSpec;NeverTypeOfError_javax.crypto.Mac;NeverTypeOfError_java.security.DigestInputStream;NeverTypeOfError_java.security.SecureRandom;NeverTypeOfError_javax.crypto.Cipher;NeverTypeOfError_javax.crypto.spec.PBEParameterSpec;NeverTypeOfError_javax.net.ssl.SSLContext;NeverTypeOfError_java.security.KeyPairGenerator;NeverTypeOfError_javax.crypto.SecretKeyFactory;NeverTypeOfError_javax.crypto.spec.SecretKeySpec;NeverTypeOfError_javax.crypto.spec.GCMParameterSpec;NeverTypeOfError_java.security.Key;NeverTypeOfError_javax.crypto.spec.DHGenParameterSpec;NeverTypeOfError_java.security.cert.PKIXBuilderParameters;NeverTypeOfError_java.security.KeyPair;NeverTypeOfError_javax.crypto.CipherInputStream;NeverTypeOfError_javax.crypto.KeyGenerator;NeverTypeOfError_javax.crypto.SecretKey;NeverTypeOfError_java.security.DigestOutputStream;NeverTypeOfError_javax.crypto.CipherOutputStream;NeverTypeOfError_javax.xml.crypto.dsig.spec.HMACParameterSpec;NeverTypeOfError_javax.net.ssl.KeyManagerFactory;NeverTypeOfError_javax.net.ssl.CertPathTrustManagerParameters;NeverTypeOfError_javax.crypto.spec.PBEKeySpec;NeverTypeOfError_javax.net.ssl.KeyStoreBuilderParameters;NeverTypeOfError_java.security.spec.DSAGenParameterSpec;NeverTypeOfError_java.security.MessageDigest;NeverTypeOfError_javax.crypto.spec.IvParameterSpec;NeverTypeOfError_java.security.Signature;NeverTypeOfError_java.security.cert.PKIXParameters;TypestateError_sum;TypestateError_java.security.KeyStore;TypestateError_java.security.AlgorithmParameters;TypestateError_java.security.spec.RSAKeyGenParameterSpec;TypestateError_javax.crypto.Mac;TypestateError_java.security.DigestInputStream;TypestateError_java.security.SecureRandom;TypestateError_javax.crypto.Cipher;TypestateError_javax.crypto.spec.PBEParameterSpec;TypestateError_javax.net.ssl.SSLContext;TypestateError_java.security.KeyPairGenerator;TypestateError_javax.crypto.SecretKeyFactory;TypestateError_javax.crypto.spec.SecretKeySpec;TypestateError_javax.crypto.spec.GCMParameterSpec;TypestateError_java.security.Key;TypestateError_javax.crypto.spec.DHGenParameterSpec;TypestateError_java.security.cert.PKIXBuilderParameters;TypestateError_java.security.KeyPair;TypestateError_javax.crypto.CipherInputStream;TypestateError_javax.crypto.KeyGenerator;TypestateError_javax.crypto.SecretKey;TypestateError_java.security.DigestOutputStream;TypestateError_javax.crypto.CipherOutputStream;TypestateError_javax.xml.crypto.dsig.spec.HMACParameterSpec;TypestateError_javax.net.ssl.KeyManagerFactory;TypestateError_javax.net.ssl.CertPathTrustManagerParameters;TypestateError_javax.crypto.spec.PBEKeySpec;TypestateError_javax.net.ssl.KeyStoreBuilderParameters;TypestateError_java.security.spec.DSAGenParameterSpec;TypestateError_java.security.MessageDigest;TypestateError_javax.crypto.spec.IvParameterSpec;TypestateError_java.security.Signature;TypestateError_java.security.cert.PKIXParameters;RequiredPredicateError_sum;RequiredPredicateError_java.security.KeyStore;RequiredPredicateError_java.security.AlgorithmParameters;RequiredPredicateError_java.security.spec.RSAKeyGenParameterSpec;RequiredPredicateError_javax.crypto.Mac;RequiredPredicateError_java.security.DigestInputStream;RequiredPredicateError_java.security.SecureRandom;RequiredPredicateError_javax.crypto.Cipher;RequiredPredicateError_javax.crypto.spec.PBEParameterSpec;RequiredPredicateError_javax.net.ssl.SSLContext;RequiredPredicateError_java.security.KeyPairGenerator;RequiredPredicateError_javax.crypto.SecretKeyFactory;RequiredPredicateError_javax.crypto.spec.SecretKeySpec;RequiredPredicateError_javax.crypto.spec.GCMParameterSpec;RequiredPredicateError_java.security.Key;RequiredPredicateError_javax.crypto.spec.DHGenParameterSpec;RequiredPredicateError_java.security.cert.PKIXBuilderParameters;RequiredPredicateError_java.security.KeyPair;RequiredPredicateError_javax.crypto.CipherInputStream;RequiredPredicateError_javax.crypto.KeyGenerator;RequiredPredicateError_javax.crypto.SecretKey;RequiredPredicateError_java.security.DigestOutputStream;RequiredPredicateError_javax.crypto.CipherOutputStream;RequiredPredicateError_javax.xml.crypto.dsig.spec.HMACParameterSpec;RequiredPredicateError_javax.net.ssl.KeyManagerFactory;RequiredPredicateError_javax.net.ssl.CertPathTrustManagerParameters;RequiredPredicateError_javax.crypto.spec.PBEKeySpec;RequiredPredicateError_javax.net.ssl.KeyStoreBuilderParameters;RequiredPredicateError_java.security.spec.DSAGenParameterSpec;RequiredPredicateError_java.security.MessageDigest;RequiredPredicateError_javax.crypto.spec.IvParameterSpec;RequiredPredicateError_java.security.Signature;RequiredPredicateError_java.security.cert.PKIXParameters;IncompleteOperationError_sum;IncompleteOperationError_java.security.KeyStore;IncompleteOperationError_java.security.AlgorithmParameters;IncompleteOperationError_java.security.spec.RSAKeyGenParameterSpec;IncompleteOperationError_javax.crypto.Mac;IncompleteOperationError_java.security.DigestInputStream;IncompleteOperationError_java.security.SecureRandom;IncompleteOperationError_javax.crypto.Cipher;IncompleteOperationError_javax.crypto.spec.PBEParameterSpec;IncompleteOperationError_javax.net.ssl.SSLContext;IncompleteOperationError_java.security.KeyPairGenerator;IncompleteOperationError_javax.crypto.SecretKeyFactory;IncompleteOperationError_javax.crypto.spec.SecretKeySpec;IncompleteOperationError_javax.crypto.spec.GCMParameterSpec;IncompleteOperationError_java.security.Key;IncompleteOperationError_javax.crypto.spec.DHGenParameterSpec;IncompleteOperationError_java.security.cert.PKIXBuilderParameters;IncompleteOperationError_java.security.KeyPair;IncompleteOperationError_javax.crypto.CipherInputStream;IncompleteOperationError_javax.crypto.KeyGenerator;IncompleteOperationError_javax.crypto.SecretKey;IncompleteOperationError_java.security.DigestOutputStream;IncompleteOperationError_javax.crypto.CipherOutputStream;IncompleteOperationError_javax.xml.crypto.dsig.spec.HMACParameterSpec;IncompleteOperationError_javax.net.ssl.KeyManagerFactory;IncompleteOperationError_javax.net.ssl.CertPathTrustManagerParameters;IncompleteOperationError_javax.crypto.spec.PBEKeySpec;IncompleteOperationError_javax.net.ssl.KeyStoreBuilderParameters;IncompleteOperationError_java.security.spec.DSAGenParameterSpec;IncompleteOperationError_java.security.MessageDigest;IncompleteOperationError_javax.crypto.spec.IvParameterSpec;IncompleteOperationError_java.security.Signature;IncompleteOperationError_java.security.cert.PKIXParameters;ImpreciseValueExtractionError_sum;ImpreciseValueExtractionError_java.security.KeyStore;ImpreciseValueExtractionError_java.security.AlgorithmParameters;ImpreciseValueExtractionError_java.security.spec.RSAKeyGenParameterSpec;ImpreciseValueExtractionError_javax.crypto.Mac;ImpreciseValueExtractionError_java.security.DigestInputStream;ImpreciseValueExtractionError_java.security.SecureRandom;ImpreciseValueExtractionError_javax.crypto.Cipher;ImpreciseValueExtractionError_javax.crypto.spec.PBEParameterSpec;ImpreciseValueExtractionError_javax.net.ssl.SSLContext;ImpreciseValueExtractionError_java.security.KeyPairGenerator;ImpreciseValueExtractionError_javax.crypto.SecretKeyFactory;ImpreciseValueExtractionError_javax.crypto.spec.SecretKeySpec;ImpreciseValueExtractionError_javax.crypto.spec.GCMParameterSpec;ImpreciseValueExtractionError_java.security.Key;ImpreciseValueExtractionError_javax.crypto.spec.DHGenParameterSpec;ImpreciseValueExtractionError_java.security.cert.PKIXBuilderParameters;ImpreciseValueExtractionError_java.security.KeyPair;ImpreciseValueExtractionError_javax.crypto.CipherInputStream;ImpreciseValueExtractionError_javax.crypto.KeyGenerator;ImpreciseValueExtractionError_javax.crypto.SecretKey;ImpreciseValueExtractionError_java.security.DigestOutputStream;ImpreciseValueExtractionError_javax.crypto.CipherOutputStream;ImpreciseValueExtractionError_javax.xml.crypto.dsig.spec.HMACParameterSpec;ImpreciseValueExtractionError_javax.net.ssl.KeyManagerFactory;ImpreciseValueExtractionError_javax.net.ssl.CertPathTrustManagerParameters;ImpreciseValueExtractionError_javax.crypto.spec.PBEKeySpec;ImpreciseValueExtractionError_javax.net.ssl.KeyStoreBuilderParameters;ImpreciseValueExtractionError_java.security.spec.DSAGenParameterSpec;ImpreciseValueExtractionError_java.security.MessageDigest;ImpreciseValueExtractionError_javax.crypto.spec.IvParameterSpec;ImpreciseValueExtractionError_java.security.Signature;ImpreciseValueExtractionError_java.security.cert.PKIXParameters;ForbiddenMethodError_sum;ForbiddenMethodError_java.security.KeyStore;ForbiddenMethodError_java.security.AlgorithmParameters;ForbiddenMethodError_java.security.spec.RSAKeyGenParameterSpec;ForbiddenMethodError_javax.crypto.Mac;ForbiddenMethodError_java.security.DigestInputStream;ForbiddenMethodError_java.security.SecureRandom;ForbiddenMethodError_javax.crypto.Cipher;ForbiddenMethodError_javax.crypto.spec.PBEParameterSpec;ForbiddenMethodError_javax.net.ssl.SSLContext;ForbiddenMethodError_java.security.KeyPairGenerator;ForbiddenMethodError_javax.crypto.SecretKeyFactory;ForbiddenMethodError_javax.crypto.spec.SecretKeySpec;ForbiddenMethodError_javax.crypto.spec.GCMParameterSpec;ForbiddenMethodError_java.security.Key;ForbiddenMethodError_javax.crypto.spec.DHGenParameterSpec;ForbiddenMethodError_java.security.cert.PKIXBuilderParameters;ForbiddenMethodError_java.security.KeyPair;ForbiddenMethodError_javax.crypto.CipherInputStream;ForbiddenMethodError_javax.crypto.KeyGenerator;ForbiddenMethodError_javax.crypto.SecretKey;ForbiddenMethodError_java.security.DigestOutputStream;ForbiddenMethodError_javax.crypto.CipherOutputStream;ForbiddenMethodError_javax.xml.crypto.dsig.spec.HMACParameterSpec;ForbiddenMethodError_javax.net.ssl.KeyManagerFactory;ForbiddenMethodError_javax.net.ssl.CertPathTrustManagerParameters;ForbiddenMethodError_javax.crypto.spec.PBEKeySpec;ForbiddenMethodError_javax.net.ssl.KeyStoreBuilderParameters;ForbiddenMethodError_java.security.spec.DSAGenParameterSpec;ForbiddenMethodError_java.security.MessageDigest;ForbiddenMethodError_javax.crypto.spec.IvParameterSpec;ForbiddenMethodError_java.security.Signature;ForbiddenMethodError_java.security.cert.PKIXParameters
/home/amluis/cryptoAnalysis/AndroidZooApps/com.osstudio.fad-07AE31914BC6EAB6EC3FB846D09CA5C4D1A1610235D95FF4D50BEB4A76D8F2D7.apk;2;35929;3292;271;152;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.zghari.tarte.tatin.recette-05DF14D1068A6CB87405CD0610E398F0F90F243B10C111A77B1DF56DDDC4A99D.apk;0;44001;815;102;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.iconicclick.limosimulator2017citydrive-120BF7A5A02996573494A58FA6E3106A023032A28D90455909C14B730EE96F77.apk;2;44379;3772;252;141;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.goldgame.tntcraft-091315F860871D219E6657ECF02ED83BC73846388C2C6EE99C9D53633E520767.apk;0;49953;88;13;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.november31.mathflashcards-03C285AD49CBC2C64BB984B24C44588CF61B685318962AE1DD9215FBA0729334.apk;2;42181;6980;391;285;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.appo.bloggerapp24-1405FAA9F40C17F9DBD993FCC49A20761B065F65262FEF9E78F99C1BF31BB251.apk;0;50879;573;94;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.radioonlinehd.elsiervodecristotv-014B847847A492F154274B1C1B86852851BCF5AACD2D38F8F38815D6241DD74B.apk;0;53759;1474;181;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.rival.gang.bank.robbery-06A706391F345ECA51D2F6BBDAFDB3FC84FB0624CDAFCCF02842F43885F8E23B.apk;2;56144;3023;359;205;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/apps.infinite.diceroll-0F6427C5C42A0AAB4D0D58F95EDE280FA6DE0137FCE54E4625FEC3B76B0D1E67.apk;2;57615;2912;364;286;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/apps.infinite.surprisedgaspsound-12DE4568B9B5F1DBD729D0862A163D5FFFA0280CBA989B8E776419C3560C9729.apk;2;61835;2759;365;279;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.vARDAmirsGameStudio.CutePocketCat3D-05148FD92B5540BEFE1BFC50ADF3529D7117AB4B1C893840870BBE6BBE71E3F6.apk;2;63763;3371;332;195;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.bellapps.bombbang-03B56560DAB7CD8F4132BFC7C82F0B8A98BD93DE09BB2701907D1D6616FB7663.apk;2;63764;4085;351;208;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.blazeflik.monstertruck-125B25997C1C24524705F9934B57BF707F047D0238A923B6E9D71884B6CE6224.apk;2;65442;3001;696;502;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/air.com.bmapps.crazymommybeautysalon-0BD2E5F7DD3241DBA4AE76E637AEA93CBD623C527052DDD1E7872BE3794D38F6.apk;0;68619;1248;274;134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/ua.com.tlftgames.bambambam-0D84264E45D330C6E2248F3844BCE65E4E370BA713EE10DF7303965A59B96625.apk;2;67507;2873;283;164;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.freeappartist.kaalsarpdosh-07B32AF9B839A0F737675CB1CFD7197C81FF0782D9859DF8C8436D0912E2BEAA.apk;2;69145;2691;440;337;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/home/amluis/cryptoAnalysis/AndroidZooApps/com.livepoolsol.mother_maa-05A6C9CCA949AD20016C8637BE4F8FA76C457D8E68AC570EA4721AE7A952E378.apk;2;68603;5269;1127;918;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
